,Brand,Type,Material,color,From New Season,Manufacturing country,Description,Price
5632,Alexander Wang,Mini Bags,leather,yellow,New Season,,"Crystal embellishment adds a dramatic touch to this Alexander Wang Heiress shoulder bag. In an all-over design, it is complemented by a modern mesh design.",$790
5633,Maison Margiela,Belt Bags,calf leather,black,New Season,Made in Italy,,"$1,388"
5634,JW Anderson,Tote Bags,sequin design,silver-tone,,,"For AW22, JW Anderson presents a shimmering aesthetic in this tote bag. Decorated with silver-tone sequin's all over, the piece is identified through the brand's signature Anchor motif.",$298
5635,Furla,Tote Bags,leather ,blue,,,,$467
5636,Michael Michael Kors,Messenger & Crossbody Bags,leather,black,New Season,,,$390
5637,Moschino,Backpacks,,,,,,$376
5638,Zadig&Voltaire,Messenger & Crossbody Bags,calf leather,gold-tone,New Season,Made in Italy,"Created by one of the founders of the brand, Cecilia Bönström, Zadig&Voltaire's Cecilia bag is designed as 'an ode to the urban woman'. Demonstrating its versatility, this gold-tone iteration is crafted with a single adjustable shoulder strap for multiple carrying options.",$725
5639,JW Anderson,Belt Bags,cotton blend,multicolour,,,"From JW Anderson, this belt bag is detailed with an all-over logo print. Creating a checked pattern, this embellishment adds a branding-focused finish to the design.",$491
5640,PINKO,Shoulder Bags,,,,,,$438
5641,Tory Burch,Tote Bags,leather,black,,,,$467
5642,PINKO,Messenger & Crossbody Bags,sheepskin,dark green,,,,$326
5643,Coperni,Mini Bags,crystal embellishment,silver-tone,,,"Coperni highlights the brand's use of textile experimentation to create modern designs on this mini bag. In a silver tone and with crystal embellishment across the front, the accessory has a refined yet glamorous feel. ",$574
5644,Saint Laurent,Shoulder Bags,leather,black,,Made in Italy,"Saint Laurent’s Gaby shoulder bag is defined by its quilted leather construction, which accentuates the classic silhouette. Italian crafted, it has the iconic YSL logo plaque at the magnetic envelope flap that opens to a lined interior and a stamped logo patch.","$2,450"
5645,ETRO,Tote Bags,cotton blend,beige/multicolour,New Season,Made in Italy,,"$1,095"
5646,Stella McCartney,Tote Bags,recycled polyester blend,pink,New Season,Made in Italy,Stella McCartney's Falabella bag has been updated in several guises since its debut in 2010. This mini tote iteration is crafted from faux leather and is trimmed with the signature whipstitched chain-link detailing in a polished gold-tone finish.,$945
5647,Jimmy Choo,Tote Bags,leather,white,,Made in Italy,Jimmy Choo draws inspiration from colourful sweets as showcased on this Bon Bon mini bag that looks good enough to eat in its white hue.,$825
5648,Balenciaga,Messenger & Crossbody Bags,,,Conscious,Made in Italy,,"$2,550"
5649,Axel Arigato,Tote Bags,cotton,bright green,Conscious,,,$125
5650,Saint Laurent,Mini Bags,leather,black,,Made in Italy,,"$2,390"
5651,Michael Michael Kors,Shoulder Bags,calf leather,black,New Season,,,$354
5652,3.1 Phillip Lim,Messenger & Crossbody Bags,calf leather,ink blue,,,"First making an appearance in 2011, 3.1 Phillip Lim's Pashli bag has remained a constant in the brand's accessory collection ever since. Defined by its satchel silhouette, this functional design is finished with side zip detailing - allowing the bag to expand when needed.",$721
5653,Alexander McQueen,Shoulder Bags,calf leather ,deep-ivory,,Made in Italy,"You'll catch us wearing this Alexander McQueen Skull shoulder bag to the nearest bar, after leaving the office every Friday. We believe the skull will help us keep that annoying co-worker of us far away. Fingers crossed!",$990
5654,Marni,Tote Bags,cotton/calf leather,raw sienna,,Made in Italy,"Marni takes offbeat style to another level. Featuring a woven raffia design and leather panels, this tote boasts an embroidered logo to the front that will show everyone you love Italian designs. Whimsical.",$869
5655,Themoirè,Clutch Bags,recycled polyurethane,light yellow,Conscious,Made in Italy,,$205
5656,A.P.C.,Messenger & Crossbody Bags,,,,,,$510
5657,Jimmy Choo,Shoulder Bags,cotton blend,blue,New Season,Made in Italy,,"$1,729"
5658,TWINSET,Tote Bags,tonal stitching,cognac brown,,,,$134
5659,Proenza Schouler White Label,Tote Bags,calf leather,black/ochre yellow,New Season,,,$550
5660,Tory Burch,Shoulder Bags,calf leather,black,,,,$683
5661,Karl Lagerfeld,Tote Bags,faux leather,off-white,New Season,,,$242
5662,Saint Laurent,Shoulder Bags,calf leather,grey,,Made in Italy,,"$3,150"
5663,Kurt Geiger London,Shoulder Bags,,,,,,$429
5664,Proenza Schouler White Label,Shoulder Bags,leather,black,,,"This Baxter bag is crafted from leather to a soft, curved shape to showcase Proenza Schouler White Label's craftsmanship. Topstitch detailing and extended edges further evidence the label's attention to detail.",$495
5665,Saint Laurent,Tote Bags,canvas,beige/black,,Made in Italy,"An iconic Saint Laurent hallmark, the Rive Gauche tote bag is where functionality and timeless elegance meet. Constructed from soft cotton, this bag is carried by two leather-made top handles for added practicality. A recognisable front logo adds some branded appeal to this functional design.","$1,890"
5666,Jimmy Choo,Clutch Bags,,,,Made in Italy,,"$1,050"
5667,Michael Michael Kors,Tote Bags,leather,black,,,,$283
5668,PINKO,Shoulder Bags,sheepskin,pink,,,"Crafted in smooth leather with a pink shade, this Pinko crossbody bag is quilted with a diagonal pattern and finished with antique-gold toned hardware. The brand's iconic Love Bird logo buckle adorns the front, for an instantly recognisable look.",$444
5669,Tory Burch,Messenger & Crossbody Bags,leather ,black ,,,,$678
5670,JW Anderson,Tote Bags,cotton/calf leather,turquoise,,,"Decorated with reflective circular pieces throughout, this lively turquoise iteration of the Mirror tote is part of JW Anderson's AW22 collection and spun from cotton into a knitted interwoven design. Boasting a spacious main compartment, this accessory is finished with a signature Anchor logo plaque. ",$293
5671,Dolce & Gabbana,Shoulder Bags,calf leather,lake green,,Made in Italy,"The Sicily bag from Dolce & Gabbana has cemented itself as an accessory classic. The timeless style is presented in a lake green hue for this small iteration, which is finished with gold-tone hardware.","$1,272"
5672,Moschino,Backpacks,quilted,jet-black,,,,$468
5673,Dolce & Gabbana,Shoulder Bags,,,,Made in Italy,,"$1,327"
5674,Saint Laurent,Shoulder Bags,,,,Made in Italy,,"$3,550"
5675,See by Chloé,Messenger & Crossbody Bags,cotton/leather ,black ,,,"Chloé's 'Hana' bag is one of those pieces you'll turn to time and time again - and why wouldn't you, it works with so many outfits. It's made from panels of suede and leather and punctuated with polished gold-tone hardware. What's there to think about? ",$474
5676,Saint Laurent,Shoulder Bags,calf leather,black,,Made in Italy,"'I own too many bags already', said no woman ever. Crafted from calf leather with an embossed crocodile effect, this Manhattan shoulder bag from Saint Laurent is worthy of its own spot in your collection. And we know how much you love to see it grow...","$2,990"
5677,Maison Margiela,Shoulder Bags,sheepskin/brass,black,,Made in Italy,"First introduced on the runway in SS18, Maison Margiela's Glam Slam bag is crafted in leather and quilted with a design that is meant to resemble matelassé quilts. The padded design is accented with the label's signature numbers label for an instantly recognisable finish.","$1,997"
5678,Saint Laurent,Tote Bags,leather,stone grey,,Made in Italy,"Saint Laurent keeps things simple with this large shopping tote. Crafted from supple calf leather, the understated design is detailed with a subtle debossed logo and a leather-encased Interlocking YSL charm.","$1,297"
5679,Dolce & Gabbana,Shoulder Bags,,,,Made in Italy,,"$1,770"
5680,Saint Laurent,Shoulder Bags,leather,red ,,Made in Italy,Rub shoulders with this Saint Laurent bag. It's noteworthy tonal design focuses on the details like the pebbled texture and logo plaque. You've just met your new best friend.,"$3,200"
5681,Saint Laurent,Shoulder Bags,,,,Made in Italy,,"$2,850"
5682,Michael Michael Kors,Backpacks,leather,luggage brown,,,,$390
5683,Karl Lagerfeld,Tote Bags,flat top handles,black,,,"This black tote bag may have a pared-back all-black design, however, it makes an instant impression with a unique K/Karl handle adorning each side with an engraved logo.",$331
5684,A.P.C.,Tote Bags,calf leather,caramel brown,New Season,,A.P.C's take on understated contemporary accessorising comes in the shape of this calf leather tote. The softly shaped silhouette is simply accented with a logo print on the front.,$234
5685,Stella McCartney,Shoulder Bags,faux-leather,black,Conscious,Made in Italy,"Taking brand codes from the iconic Falabella, Stella McCartney's Frayme bag is a new take of the brand's visual narrative. Crafted from faux leather, this piece is decorated with mixed-tone chains and an exaggerated version of the brand's signature medallion.","$1,433"
5686,MCM,Tote Bags,monogram print,cognac brown/black ,,,,"$1,339"
5687,Acne Studios,Tote Bags,logo print to the front,brown/pink,,Made in Italy,Not sure what to wear? It doesn't matter. This logo-print Acne Studios bag will do all of the talking.,$374
5688,Dolce & Gabbana,Mini Bags,leather blend,black/gold,New Season,Made in Italy,,"$1,327"
5689,Love Moschino,Shoulder Bags,diamond quilting,blush beige,,,,$111
5690,La DoubleJ,Clutch Bags,ruffled detailing,red/blue/yellow,,Made in Italy,,$88
5691,Saint Laurent,Shoulder Bags,,,,Made in Italy,,"$2,400"
5692,Saint Laurent,Messenger & Crossbody Bags,,,,Made in Italy,,"$2,200"
5693,Maison Margiela,Clutch Bags,signature four-stitch logo,leather,New Season,Made in Italy,"Offering a classic rectangle shape, this mini bag speaks to Maison Margiela's minimalist aesthetic. The branding stays within the understated theme, appearing as a subtle four-stitch logo on the front.",$813
5694,Mansur Gavriel,Clutch Bags,lambskin,leaf green,New Season,Made in Italy,,$565
5695,Saint Laurent,Shoulder Bags,leather,grey,,Made in Italy,,"$2,950"
5696,Marsèll,Luggage,calf leather,brown,,Made in Italy,,"$1,004"
5697,Saint Laurent,Shoulder Bags,calf leather,black,,Made in Italy,"Looking for a new friend to accompany you on your window-shopping strolls? Cassandra is here for you - and always will be. And by Cassandra, we mean this Cassandra shoulder bag from Saint Laurent. At least you won't have to hear about her aching feet.","$3,350"
5698,Amina Muaddi,Tote Bags,leather,gold-tone,,Made in Italy,,$537
5699,LIU JO,Messenger & Crossbody Bags,faux leather,black,,,,$120
5700,Saint Laurent,Shoulder Bags,,,,Made in Italy,,"$3,100"
5701,Supreme,Shoulder Bags,top zip fastening,red ,,,"Are you 'red-y'? Easily transport all your important belongings with help of this Supreme logo patch bag. Crafted from technical nylon in their signature colourway, you're sure to want to go hands free.",$270
5702,Moschino,Backpacks,diamond quilting,black,,,"In true Moschino style, this backpack is defined by the bold logo plaque that decorates the front in a gold-tone colourway. Finished with diamond quilting, it fastens with large zips in the same colourway.",$394
5703,JW Anderson,Shoulder Bags,calf leather,white/gold-tone,,,"Detailing is kept simple on this JW Anderson tote bag, allowing for a contemporary look. A mainstay at the brand, a chunky gold-tone chain forms an eye-catching top handle.",$924
5704,Versace,Shoulder Bags,cotton,navy blue,,Made in Italy,"A modern design, this shoulder bag is crafted from denim and adorned with a three-dimensional La Medusa plaque. Synonymous with Versace's audacious sense of style, Greek mythology's stone-faced Medusa has long appeared in the Italian fashion house's designs.","$1,149"
5705,Valentino Garavani,Shoulder Bags,nappa leather,white,,Made in Italy,"The pinnacle of Italian designs. Crafted from leather, this Roman Stud chain bag from Valentino Garavani features gold-tone Rockstud embellishments and a quilted finish that give this exquisite piece a glamorous look. Impossible not to notice.","$3,562"
5706,Wandler,Shoulder Bags,,,Conscious,Made in Italy,,"$1,017"
5707,JW Anderson,Mini Bags,calf leather/suede,pecan brown,,,"A mainstay at the brand since its appearance in 2019, JW Anderson's Cap bag is presented here in the medium size. Contrast stitching outlines the panelled design of this playful piece.",$607
